gse	truth	claude_pred	gpt4o_pred	claude_tp	claude_fp	claude_fn	claude_match	gpt4o_match	input_tokens	output_tokens	cache_read	error
GSE87586	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022478	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0022478	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0005184	2	1	0	False	False	21676	425	17821	
GSE63143	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	3919	121	17821	
GSE217364	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0022397	0	1	1	False	True	6657	114	17821	
GSE57314	http://www.ebi.ac.uk/efo/EFO_0005180	http://www.ebi.ac.uk/efo/EFO_0005180	http://www.ebi.ac.uk/efo/EFO_0005180	1	0	0	True	True	1205	87	17821	
GSE115495	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	10526	175	17821	
GSE180053	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	False	9825	140	17821	
GSE68151	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	2284	123	17821	
GSE39911	http://www.ebi.ac.uk/efo/EFO_0000599	http://www.ebi.ac.uk/efo/EFO_0000600	http://www.ebi.ac.uk/efo/EFO_0000599,http://www.ebi.ac.uk/efo/EFO_0022397	0	1	1	False	False	12350	152	17821	
GSE139007	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	1	0	0	True	True	9228	159	17821	
GSE158582	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	12397	106	17821	
GSE182751	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	3323	89	17821	
GSE96685	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	False	10731	88	17821	
GSE24880	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	1806	91	17821	
GSE32321	http://www.ebi.ac.uk/efo/EFO_0005180,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005180,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005180,http://www.ebi.ac.uk/efo/EFO_0022397	2	0	0	True	True	19600	275	17821	
GSE189544	http://www.ebi.ac.uk/efo/EFO_0000598	http://www.ebi.ac.uk/efo/EFO_0022482	http://www.ebi.ac.uk/efo/EFO_0000598	0	1	1	False	True	10701	123	17821	
GSE46109	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	9243	110	17821	
GSE2437	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	1007	100	17821	
GSE119904	http://gemma.msl.ubc.ca/ont/TGEMO_00174	http://gemma.msl.ubc.ca/ont/TGEMO_00174	http://gemma.msl.ubc.ca/ont/TGEMO_00174	1	0	0	True	True	1917	126	17821	
GSE189840	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	10978	148	17821	
GSE29192	http://www.ebi.ac.uk/efo/EFO_0000601	http://www.ebi.ac.uk/efo/EFO_0001331,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0022397	0	2	1	False	False	6552	157	17821	
GSE232373	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	6077	136	17821	
GSE40022	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	False	12753	103	17821	
GSE253183	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	5256	126	17821	
GSE164618	http://www.ebi.ac.uk/efo/EFO_0000606	http://gemma.msl.ubc.ca/ont/TGEMO_00174,http://www.ebi.ac.uk/efo/EFO_0000606	http://gemma.msl.ubc.ca/ont/TGEMO_00174,http://www.ebi.ac.uk/efo/EFO_0000606	1	1	0	False	False	8383	172	17821	
GSE110725	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	12569	146	17821	
GSE190221	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	False	14204	147	17821	
GSE165558	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	2311	176	17821	
GSE98563	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	16067	104	17821	
GSE18858	http://www.ebi.ac.uk/efo/EFO_0001340,http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022468	http://www.ebi.ac.uk/efo/EFO_0001340	http://www.ebi.ac.uk/efo/EFO_0001340	1	0	2	False	False	74221	119	17821	
GSE45808	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	7454	89	17821	
GSE43825	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	False	4597	160	17821	
GSE87782	http://www.ebi.ac.uk/efo/EFO_0000597	http://www.ebi.ac.uk/efo/EFO_0022479	http://www.ebi.ac.uk/efo/EFO_0000597	0	1	1	False	True	7441	98	17821	
GSE199907	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	2740	148	17821	
GSE9945	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	1	0	0	True	True	6790	188	17821	
GSE225192	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	False	16251	93	17821	
GSE4029	http://www.ebi.ac.uk/efo/EFO_0022387,http://www.ebi.ac.uk/efo/EFO_0022397		http://www.ebi.ac.uk/efo/EFO_0005181	0	0	2	False	False	1388	34	17821	
GSE30908	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	1	0	0	True	True	9681	123	17821	
GSE92770	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	1	0	0	True	True	31087	144	17821	
GSE240887	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022474	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022474		2	0	0	True	False	21165	317	17821	
GSE225181	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	False	14595	177	17821	
GSE30056	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	False	3200	89	17821	
GSE76103	http://www.ebi.ac.uk/efo/EFO_0000597	http://www.ebi.ac.uk/efo/EFO_0001332	http://www.ebi.ac.uk/efo/EFO_0001332	0	1	1	False	False	3680	147	17821	
GSE66370	http://www.ebi.ac.uk/efo/EFO_0022467	http://www.ebi.ac.uk/efo/EFO_0022467	http://www.ebi.ac.uk/efo/EFO_0007728	1	0	0	True	False	3855	231	17821	
GSE40849	http://www.ebi.ac.uk/efo/EFO_0022483	http://www.ebi.ac.uk/efo/EFO_0022483	http://www.ebi.ac.uk/efo/EFO_0007728	1	0	0	True	False	10896	118	17821	
GSE152750	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	http://www.ebi.ac.uk/efo/EFO_0000602	1	0	0	True	True	5262	100	17821	
GSE107314	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	1452	123	17821	
GSE55403	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0022397	2	0	0	True	True	7689	323	17821	
GSE93570	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0022397		http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0000606	0	0	2	False	False	34089	34	17821	
GSE1806	http://www.ebi.ac.uk/efo/EFO_0005181	http://www.ebi.ac.uk/efo/EFO_0005181	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	True	1091	96	17821	
GSE72516	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	0	1	1	False	False	10459	141	17821	
GSE244202	http://www.ebi.ac.uk/efo/EFO_0022397		http://www.ebi.ac.uk/efo/EFO_0022397	0	0	1	False	True	3747	34	17821	
GSE124650	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0005181	1	0	0	True	False	1214	86	17821	
GSE46591	http://www.ebi.ac.uk/efo/EFO_0022465	http://www.ebi.ac.uk/efo/EFO_0022465	http://www.ebi.ac.uk/efo/EFO_0022465	1	0	0	True	True	3543	96	17821	
GSE202094	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	15274	151	17821	
GSE90652	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	7755	133	17821	
GSE246160	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	6420	149	17821	
GSE195491	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	1272	115	17821	
GSE64476	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	5459	192	17821	
GSE80978	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	1228	103	17821	
GSE102721	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	3482	126	17821	
GSE9012	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	http://www.ebi.ac.uk/efo/EFO_0022397	1	0	0	True	True	1168	107	17821	
GSE157689	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	http://www.ebi.ac.uk/efo/EFO_0000606	1	0	0	True	True	2040	91	17821	
