shortName	n_strains	paper_accessible	gemma_uri	gemma_name	gpt_uri	gpt_name	basic_match
GSE47966	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE281695	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	TRUE
GSE35350	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022483	FVB	http://www.ebi.ac.uk/efo/EFO_0022483	FVB	TRUE
GSE46298	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000599,http://www.ebi.ac.uk/efo/EFO_0005181	129/Sv,C57BL	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0005181	129 mouse strain,C57BL	TRUE
GSE72507	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	FALSE
GSE41376	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	FALSE
GSE162445	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6			FALSE
GSE137314	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE109834	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE156965	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE20898	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE135608	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	TRUE
GSE48437	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J			FALSE
GSE171912	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE199118	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE30187	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE198669	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0007732	C57BL/6NJ	FALSE
GSE245831	1	TRUE	http://gemma.msl.ubc.ca/ont/TGEMO_00174	APP/PS1	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	FALSE
GSE111602	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE5944	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	TRUE
GSE67137	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE27116	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000597	129 mouse strain	http://www.ebi.ac.uk/efo/EFO_0000600,http://www.ebi.ac.uk/efo/EFO_0001332	129X1/SvJ,129S1/SvImJ	FALSE
GSE139683	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE213574	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE140905	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE115113	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE71126	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0000597	C57BL/6J,129 mouse strain	TRUE
GSE78281	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE151272	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE46495	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6J,C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE153454	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE92488	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE1392	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0001329	C3H/HeJ			FALSE
GSE25700	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE176059	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE140715	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE55485	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE8434	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0000597	C57BL/6,129 mouse strain	TRUE
GSE31972	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0005180	CD1 mus strain	http://www.ebi.ac.uk/efo/EFO_0005180	CD1 mus strain	TRUE
GSE151275	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE48369	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE181539	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE109906	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE398	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE189066	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE223300	3	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6,C57BL/6,C57BL/6	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	FALSE
GSE143164	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE3565	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000601	129xC57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0000597	C57BL/6,129 mouse strain	FALSE
GSE10224	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022483	FVB	http://www.ebi.ac.uk/efo/EFO_0022467	FVB/N	FALSE
GSE117327	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE49949	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6,FVB  C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE50851	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0005180	C57BL/6J,CD1 mus strain	TRUE
GSE47150	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE75778	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022483	FVB	http://www.ebi.ac.uk/efo/EFO_0022467	FVB/N	FALSE
GSE87586	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022478,http://www.ebi.ac.uk/efo/EFO_0000606	BXD,C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0005184	C57BL/6J,DBA/2J	TRUE
GSE63143	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE217364	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE57314	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0005180	CD1 mus strain	http://www.ebi.ac.uk/efo/EFO_0005180	CD1 mus strain	TRUE
GSE115495	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE180053	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	FALSE
GSE68151	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE39911	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000599	129/Sv	http://www.ebi.ac.uk/efo/EFO_0000599,http://www.ebi.ac.uk/efo/EFO_0022397	129/Sv,C57BL/6	TRUE
GSE139007	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	TRUE
GSE158582	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE182751	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE96685	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	FALSE
GSE24880	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE32321	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0005180	C57BL/6,CD1 mus strain	http://www.ebi.ac.uk/efo/EFO_0005180,http://www.ebi.ac.uk/efo/EFO_0022397	CD1 mus strain,C57BL/6	TRUE
GSE189544	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000598	129S6	http://www.ebi.ac.uk/efo/EFO_0000598	129S6	TRUE
GSE46109	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE2437	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE119904	1	FALSE	http://gemma.msl.ubc.ca/ont/TGEMO_00174	APP/PS1	http://gemma.msl.ubc.ca/ont/TGEMO_00174	APP/PS1	TRUE
GSE189840	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE29192	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000601	129xC57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0000597	C57BL/6,129 mouse strain	FALSE
GSE232373	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE40022	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	FALSE
GSE253183	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE164618	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606,http://gemma.msl.ubc.ca/ont/TGEMO_00174	C57BL/6J,APP/PS1	TRUE
GSE110725	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE190221	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	FALSE
GSE165558	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE98563	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE18858	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0001340,http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022468	B6C3F1,C57BL/6,C3H	http://www.ebi.ac.uk/efo/EFO_0001340	B6C3F1	TRUE
GSE45808	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE43825	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	FALSE
GSE87782	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000597	129 mouse strain	http://www.ebi.ac.uk/efo/EFO_0000597	129 mouse strain	TRUE
GSE199907	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE9945	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	TRUE
GSE225192	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	FALSE
GSE4029	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0022387	C57BL/6,SJL/J	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	FALSE
GSE30908	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	TRUE
GSE92770	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	TRUE
GSE240887	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022474	C57BL/6J,129S2/SvPas			FALSE
GSE225181	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	FALSE
GSE30056	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL/6	FALSE
GSE76103	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000597	129 mouse strain	http://www.ebi.ac.uk/efo/EFO_0001332	129S1/SvImJ	FALSE
GSE66370	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022467	FVB/N	http://www.ebi.ac.uk/efo/EFO_0007728	FVB/NJ	FALSE
GSE40849	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022483	FVB	http://www.ebi.ac.uk/efo/EFO_0007728	FVB/NJ	FALSE
GSE152750	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	http://www.ebi.ac.uk/efo/EFO_0000602	BALB/c	TRUE
GSE107314	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE55403	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0022397	129 mouse strain,C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0000597	C57BL/6,129 mouse strain	TRUE
GSE93570	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0022397	129 mouse strain,C57BL/6	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0000597	C57BL/6J,129 mouse strain	TRUE
GSE1806	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	TRUE
GSE72516	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	FALSE
GSE244202	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE124650	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0005181	C57BL	FALSE
GSE46591	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022465	C3HeB/FeJ	http://www.ebi.ac.uk/efo/EFO_0022465	C3HeB/FeJ	TRUE
GSE202094	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE90652	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE246160	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE195491	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE64476	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE80978	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE102721	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE9012	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE157689	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE166196	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE76255	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0005180,http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6,CD1 mus strain,C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0009917	C57BL/6J,ICR/HaJ	TRUE
GSE102316	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0005180,http://www.ebi.ac.uk/efo/EFO_0009917	C57BL/6,CD1 mus strain,ICR/HaJ	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0009917	C57BL/6,ICR/HaJ	TRUE
GSE4734	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000598,http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001329,http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0007728	129S6,A/J,C57BL/6J,C3H/HeJ,DBA/2J,FVB/NJ	http://www.ebi.ac.uk/efo/EFO_0000598,http://www.ebi.ac.uk/efo/EFO_0001327,http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0001329,http://www.ebi.ac.uk/efo/EFO_0005184,http://www.ebi.ac.uk/efo/EFO_0007728	129S6,A/J,C57BL/6J,C3H/HeJ,DBA/2J,FVB/NJ	TRUE
GSE162655	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE31840	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE199730	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE239537	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	FALSE
GSE38672	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397,http://www.ebi.ac.uk/efo/EFO_0000597,http://www.ebi.ac.uk/efo/EFO_0022467	C57BL/6,129 mouse strain,FVB/N	http://www.ebi.ac.uk/efo/EFO_0000606,http://www.ebi.ac.uk/efo/EFO_0022467,http://www.ebi.ac.uk/efo/EFO_0000597	C57BL/6J,FVB/N,129 mouse strain	TRUE
GSE181800	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE173384	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE129144	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE99265	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE92657	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE56709	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE63316	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE55760	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	http://www.ebi.ac.uk/efo/EFO_0022397	C57BL/6	TRUE
GSE102239	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE48110	1	TRUE	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	http://www.ebi.ac.uk/efo/EFO_0000606	C57BL/6J	TRUE
GSE97713	1	FALSE	http://www.ebi.ac.uk/efo/EFO_0000598	129S6	http://www.ebi.ac.uk/efo/EFO_0000598	129S6	TRUE
